node_id,node_name,node_latitude,node_longitude,timestamp_utc,timestamp_ist,year,month,day,hour_ist,temperature_c,dew_point_c,relative_humidity_pct,precipitation_rate_mm_day,precipitation_mm_hr,wind_speed_ms,surface_pressure_kpa,dew_point_depression_c,derived_fog_indicator,derived_fog_risk_score,source
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 10:00:00,2021-01-01 15:30:00,2021,1,1,15,18.89,-5.2,18.8,0.0,0.0,1.21,99.51,24.09,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 11:00:00,2021-01-01 16:30:00,2021,1,1,16,20.52,-4.69,17.7,0.0,0.0,1.25,99.39,25.21,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 12:00:00,2021-01-01 17:30:00,2021,1,1,17,21.25,-4.1,17.72,0.0,0.0,0.93,99.27,25.35,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 13:00:00,2021-01-01 18:30:00,2021,1,1,18,21.55,-3.55,18.18,0.0,0.0,0.71,99.18,25.1,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 14:00:00,2021-01-01 19:30:00,2021,1,1,19,21.48,-3.13,18.87,0.0,0.0,0.62,99.12,24.61,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 15:00:00,2021-01-01 20:30:00,2021,1,1,20,20.69,-2.36,21.04,0.0,0.0,0.66,99.09,23.05,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 16:00:00,2021-01-01 21:30:00,2021,1,1,21,18.68,-2.28,23.91,0.0,0.0,0.8,99.1,20.96,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 17:00:00,2021-01-01 22:30:00,2021,1,1,22,17.3,-2.77,25.13,0.0,0.0,1.0,99.15,20.07,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 18:00:00,2021-01-01 23:30:00,2021,1,1,23,16.35,-2.84,26.53,0.0,0.0,1.09,99.2,19.19,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 19:00:00,2021-01-02 00:30:00,2021,1,1,0,16.0,-2.94,26.96,0.0,0.0,1.07,99.23,18.94,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 20:00:00,2021-01-02 01:30:00,2021,1,1,1,15.5,-3.08,27.58,0.0,0.0,0.99,99.27,18.58,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 21:00:00,2021-01-02 02:30:00,2021,1,1,2,15.17,-3.28,27.71,0.0,0.0,1.01,99.28,18.45,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 22:00:00,2021-01-02 03:30:00,2021,1,1,3,14.05,-3.53,29.2,0.0,0.0,1.2,99.27,17.58,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-01 23:00:00,2021-01-02 04:30:00,2021,1,1,4,13.55,-3.75,29.64,0.0,0.0,1.54,99.24,17.3,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 00:00:00,2021-01-02 05:30:00,2021,1,2,5,12.77,-4.03,30.53,0.0,0.0,1.85,99.21,16.8,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 01:00:00,2021-01-02 06:30:00,2021,1,2,6,12.47,-4.4,30.26,0.0,0.0,2.02,99.19,16.87,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 02:00:00,2021-01-02 07:30:00,2021,1,2,7,12.42,-4.81,29.36,0.0,0.0,2.09,99.16,17.23,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 03:00:00,2021-01-02 08:30:00,2021,1,2,8,12.26,-5.17,28.77,0.01,0.0004,2.16,99.16,17.43,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 04:00:00,2021-01-02 09:30:00,2021,1,2,9,12.14,-5.38,28.45,0.06,0.0025,2.19,99.19,17.52,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 05:00:00,2021-01-02 10:30:00,2021,1,2,10,12.27,-5.35,28.33,0.08,0.0033,2.27,99.21,17.62,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 06:00:00,2021-01-02 11:30:00,2021,1,2,11,12.34,-5.18,28.65,0.03,0.0013,2.2,99.26,17.52,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 07:00:00,2021-01-02 12:30:00,2021,1,2,12,13.15,-4.33,29.09,0.0,0.0,1.65,99.35,17.48,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 08:00:00,2021-01-02 13:30:00,2021,1,2,13,13.83,-2.78,31.38,28.47,1.1863,1.08,99.45,16.61,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 09:00:00,2021-01-02 14:30:00,2021,1,2,14,13.09,0.01,40.57,42.6,1.775,0.86,99.52,13.08,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 10:00:00,2021-01-02 15:30:00,2021,1,2,15,13.15,2.37,47.96,39.61,1.6504,1.7,99.47,10.78,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 11:00:00,2021-01-02 16:30:00,2021,1,2,16,14.37,4.21,50.36,30.37,1.2654,2.7,99.35,10.16,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 12:00:00,2021-01-02 17:30:00,2021,1,2,17,16.81,6.51,50.55,13.48,0.5617,3.16,99.24,10.3,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 13:00:00,2021-01-02 18:30:00,2021,1,2,18,17.55,7.85,52.83,3.8,0.1583,3.41,99.14,9.7,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 14:00:00,2021-01-02 19:30:00,2021,1,2,19,17.63,8.9,56.43,0.74,0.0308,3.65,99.05,8.73,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 15:00:00,2021-01-02 20:30:00,2021,1,2,20,17.04,9.45,60.83,0.65,0.0271,3.52,99.02,7.59,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 16:00:00,2021-01-02 21:30:00,2021,1,2,21,14.97,9.98,71.94,0.42,0.0175,2.15,99.02,4.99,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 17:00:00,2021-01-02 22:30:00,2021,1,2,22,13.06,9.47,78.64,0.17,0.0071,2.32,99.06,3.59,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 18:00:00,2021-01-02 23:30:00,2021,1,2,23,13.02,9.5,79.1,0.61,0.0254,2.94,99.12,3.52,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 19:00:00,2021-01-03 00:30:00,2021,1,2,0,12.71,9.65,81.5,1.15,0.0479,3.53,99.15,3.06,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 20:00:00,2021-01-03 01:30:00,2021,1,2,1,12.17,9.87,85.67,3.29,0.1371,3.2,99.16,2.3,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 21:00:00,2021-01-03 02:30:00,2021,1,2,2,11.53,10.05,90.38,3.93,0.1638,2.62,99.12,1.48,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 22:00:00,2021-01-03 03:30:00,2021,1,2,3,11.47,10.26,92.12,4.05,0.1687,2.51,99.09,1.21,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-02 23:00:00,2021-01-03 04:30:00,2021,1,2,4,11.84,10.6,91.9,3.19,0.1329,2.6,99.05,1.24,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 00:00:00,2021-01-03 05:30:00,2021,1,3,5,12.21,10.97,91.99,2.5,0.1042,2.69,99.03,1.24,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 01:00:00,2021-01-03 06:30:00,2021,1,3,6,12.54,11.41,92.59,3.4,0.1417,2.82,99.0,1.13,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 02:00:00,2021-01-03 07:30:00,2021,1,3,7,12.68,11.84,94.51,8.43,0.3513,2.87,98.97,0.84,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 03:00:00,2021-01-03 08:30:00,2021,1,3,8,12.71,12.19,96.43,16.05,0.6688,2.82,98.94,0.52,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 04:00:00,2021-01-03 09:30:00,2021,1,3,9,12.91,12.48,97.08,17.82,0.7425,2.83,98.94,0.43,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 05:00:00,2021-01-03 10:30:00,2021,1,3,10,13.1,12.71,97.27,11.44,0.4767,2.73,98.98,0.39,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 06:00:00,2021-01-03 11:30:00,2021,1,3,11,13.27,12.86,97.2,4.29,0.1787,2.8,99.05,0.41,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 07:00:00,2021-01-03 12:30:00,2021,1,3,12,13.9,13.17,95.23,3.71,0.1546,3.65,99.12,0.73,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 08:00:00,2021-01-03 13:30:00,2021,1,3,13,14.94,13.73,92.32,62.44,2.6017,4.77,99.15,1.21,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 09:00:00,2021-01-03 14:30:00,2021,1,3,14,16.71,14.62,87.26,75.15,3.1313,5.14,99.19,2.09,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 10:00:00,2021-01-03 15:30:00,2021,1,3,15,18.38,14.88,79.98,64.25,2.6771,5.38,99.14,3.5,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 11:00:00,2021-01-03 16:30:00,2021,1,3,16,19.79,14.75,72.62,92.12,3.8383,5.81,99.03,5.04,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 12:00:00,2021-01-03 17:30:00,2021,1,3,17,20.67,14.71,68.57,56.52,2.355,6.08,98.93,5.96,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 13:00:00,2021-01-03 18:30:00,2021,1,3,18,21.1,14.72,66.79,20.17,0.8404,6.12,98.85,6.38,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 14:00:00,2021-01-03 19:30:00,2021,1,3,19,21.12,14.74,66.81,5.81,0.2421,5.62,98.81,6.38,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 15:00:00,2021-01-03 20:30:00,2021,1,3,20,20.17,15.23,73.15,1.87,0.0779,4.0,98.8,4.94,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 16:00:00,2021-01-03 21:30:00,2021,1,3,21,18.09,15.28,83.54,0.58,0.0242,3.05,98.84,2.81,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 17:00:00,2021-01-03 22:30:00,2021,1,3,22,16.77,14.38,85.68,0.96,0.04,3.48,98.89,2.39,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 18:00:00,2021-01-03 23:30:00,2021,1,3,23,15.94,13.96,87.86,1.23,0.0512,3.61,98.94,1.98,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 19:00:00,2021-01-04 00:30:00,2021,1,3,0,14.84,13.66,92.49,0.95,0.0396,3.23,99.0,1.18,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 20:00:00,2021-01-04 01:30:00,2021,1,3,1,14.49,13.5,93.64,0.64,0.0267,3.81,99.09,0.99,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 21:00:00,2021-01-04 02:30:00,2021,1,3,2,14.36,13.47,94.19,0.38,0.0158,4.24,99.13,0.89,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 22:00:00,2021-01-04 03:30:00,2021,1,3,3,14.4,13.52,94.3,0.18,0.0075,3.88,99.11,0.88,LOW_FOG_RISK,0.3,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-03 23:00:00,2021-01-04 04:30:00,2021,1,3,4,13.94,13.52,97.13,0.11,0.0046,3.14,99.08,0.42,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 00:00:00,2021-01-04 05:30:00,2021,1,4,5,13.51,13.5,99.76,0.09,0.0037,2.74,99.05,0.01,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 01:00:00,2021-01-04 06:30:00,2021,1,4,6,12.84,13.36,100.0,0.08,0.0033,2.48,99.02,-0.52,DENSE_FOG_RISK,1.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 02:00:00,2021-01-04 07:30:00,2021,1,4,7,12.23,13.14,100.0,0.06,0.0025,2.39,99.01,-0.91,DENSE_FOG_RISK,1.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 03:00:00,2021-01-04 08:30:00,2021,1,4,8,11.8,12.9,100.0,0.02,0.0008,2.37,99.0,-1.1,DENSE_FOG_RISK,1.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 04:00:00,2021-01-04 09:30:00,2021,1,4,9,11.54,12.72,100.0,0.03,0.0013,2.23,99.04,-1.18,DENSE_FOG_RISK,1.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 05:00:00,2021-01-04 10:30:00,2021,1,4,10,11.53,12.64,100.0,0.17,0.0071,2.05,99.12,-1.11,DENSE_FOG_RISK,1.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 06:00:00,2021-01-04 11:30:00,2021,1,4,11,11.53,12.6,100.0,0.26,0.0108,1.99,99.19,-1.07,DENSE_FOG_RISK,1.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 07:00:00,2021-01-04 12:30:00,2021,1,4,12,13.3,13.16,98.98,0.36,0.015,1.7,99.28,0.14,DENSE_FOG_RISK,1.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 08:00:00,2021-01-04 13:30:00,2021,1,4,13,15.73,13.94,88.97,0.05,0.0021,1.77,99.33,1.79,MODERATE_FOG_RISK,0.65,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 09:00:00,2021-01-04 14:30:00,2021,1,4,14,19.23,14.41,73.54,0.02,0.0008,1.84,99.37,4.82,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 10:00:00,2021-01-04 15:30:00,2021,1,4,15,22.19,14.03,59.77,0.11,0.0046,2.28,99.32,8.16,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 11:00:00,2021-01-04 16:30:00,2021,1,4,16,24.44,13.44,50.23,0.46,0.0192,2.82,99.23,11.0,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 12:00:00,2021-01-04 17:30:00,2021,1,4,17,25.8,12.69,44.1,0.84,0.035,3.46,99.13,13.11,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 13:00:00,2021-01-04 18:30:00,2021,1,4,18,26.26,11.9,40.72,0.25,0.0104,4.07,99.06,14.36,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 14:00:00,2021-01-04 19:30:00,2021,1,4,19,25.89,11.13,39.57,0.01,0.0004,4.44,99.01,14.76,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 15:00:00,2021-01-04 20:30:00,2021,1,4,20,24.78,10.83,41.45,0.0,0.0,4.08,98.97,13.95,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 16:00:00,2021-01-04 21:30:00,2021,1,4,21,21.0,11.81,55.62,0.0,0.0,2.52,98.91,9.19,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 17:00:00,2021-01-04 22:30:00,2021,1,4,22,17.92,10.83,63.11,0.0,0.0,2.79,98.84,7.09,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 18:00:00,2021-01-04 23:30:00,2021,1,4,23,18.07,11.2,64.02,0.0,0.0,3.16,99.06,6.87,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
WN_01_GREATER_NOIDA,Greater Noida (Zero Point Anchor),28.448,77.502,2021-01-04 19:00:00,2021-01-05 00:30:00,2021,1,4,0,17.52,12.5,72.31,0.02,0.0008,7.16,99.24,5.02,CLEAR_OR_NO_FOG,0.0,NASA_POWER_MERRA2_HOURLY
