segment_id,direction,is_mainline,is_ramp,chainage_start_km,chainage_end_km,length_m,assigned_weather_node,weather_node_name,weather_node_lat,weather_node_lon,weather_node_distance_m,weather_mapping_method
YE_MAIN_SB_028,SB,True,False,27.316,28.396,1079.69176259234,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,6986.35,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_029,SB,True,False,28.396,29.476,1079.6917625924268,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,5944.23,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_030,SB,True,False,29.476,30.542,1066.7470241302497,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,4951.54,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_031,SB,True,False,30.542,31.609,1066.747024130098,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,4031.54,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_032,SB,True,False,31.609,31.912,303.1661964726257,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,3392.84,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_033,SB,True,False,31.912,31.942,30.282178505001458,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,3233.61,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_034,SB,True,False,31.942,32.403,460.82141594824327,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,3004.5,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_035,SB,True,False,32.403,33.735,1331.8270457366086,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,2205.95,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_036,SB,True,False,33.735,34.947,1212.1485775105552,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,1336.9,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_037,SB,True,False,34.947,35.013,65.8656934716438,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,1231.99,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_038,SB,True,False,35.013,36.173,1160.2143836941382,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,1424.31,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_039,SB,True,False,36.173,37.124,950.7402785096752,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,2154.68,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_040,SB,True,False,37.124,38.075,950.740278510105,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,2995.1,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_041,SB,True,False,38.075,38.583,508.20328986221415,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,3705.43,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_042,SB,True,False,38.583,39.566,983.0612001542606,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,4448.96,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_043,SB,True,False,39.566,40.549,983.061200154317,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,5429.19,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_044,SB,True,False,40.549,41.532,983.0612001545421,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,6409.95,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_045,SB,True,False,41.532,42.515,983.0612001543009,WN_02_JEWAR,Jewar (Airport & Toll Anchor),28.1465,77.585,7380.31,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_046,SB,True,False,42.515,43.498,983.0612001541481,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,7435.21,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_047,SB,True,False,43.498,44.481,983.0612001542509,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,6533.12,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_048,SB,True,False,44.481,45.718,1236.1312256887577,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,5460.8,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_049,SB,True,False,45.718,46.954,1236.1312256884487,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,4285.71,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_050,SB,True,False,46.954,48.132,1178.217055242006,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,3388.81,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_051,SB,True,False,48.132,49.114,982.1446606356105,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,3087.45,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_052,SB,True,False,49.114,50.096,982.1446606354597,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,3109.9,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_053,SB,True,False,50.096,51.078,982.1446606357194,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,3244.92,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_054,SB,True,False,51.078,52.06,982.1446606357824,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,3501.8,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_055,SB,True,False,52.06,53.043,982.1446606356141,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,3875.13,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_056,SB,True,False,53.043,54.025,982.1446606354633,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,4587.18,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_057,SB,True,False,54.025,55.007,982.1446606356693,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,5487.54,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_058,SB,True,False,55.007,55.982,975.6153937855752,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,6421.75,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_059,SB,True,False,55.982,56.958,975.6153937854839,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,7319.98,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_060,SB,True,False,56.958,57.934,975.6153937855763,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,8117.05,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_061,SB,True,False,57.934,58.909,975.6153937853213,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,8903.86,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_062,SB,True,False,58.909,59.885,975.6153937855852,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,9761.47,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_063,SB,True,False,59.885,60.925,1040.0614399578133,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,10655.16,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_064,SB,True,False,60.925,61.965,1040.0614399579465,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,11582.07,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_065,SB,True,False,61.965,63.005,1040.0614399578421,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,12535.4,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_066,SB,True,False,63.005,64.045,1040.0614399579365,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,13501.48,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_067,SB,True,False,64.045,65.085,1040.0614399578196,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,14487.61,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_068,SB,True,False,65.085,66.149,1063.8267107906363,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,15469.07,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_069,SB,True,False,66.149,67.028,879.3599708245551,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,16341.01,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_070,SB,True,False,67.028,67.908,879.3599708245482,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,17005.37,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_071,SB,True,False,67.908,68.787,879.3599708245976,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,17593.11,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_072,SB,True,False,68.787,69.667,879.3599708245501,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,18198.53,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_073,SB,True,False,69.667,70.659,992.0670000344061,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,18895.23,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_074,SB,True,False,70.659,71.651,992.0670000344048,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,19783.42,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_075,SB,True,False,71.651,72.643,992.0670000345112,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,20724.04,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_076,SB,True,False,72.643,73.635,992.0670000340892,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,21673.8,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_077,SB,True,False,73.635,74.627,992.0670000345302,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,22655.99,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_078,SB,True,False,74.627,75.619,992.0670000341811,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,23635.01,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_079,SB,True,False,75.619,76.611,992.0670000344688,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,24540.32,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_080,SB,True,False,76.611,77.603,992.0670000347402,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,25356.61,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_081,SB,True,False,77.603,78.595,992.0670000343548,WN_03_TAPPAL,Tappal (Aligarh Border Anchor),28.025,77.625,26173.92,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_082,SB,True,False,78.595,79.587,992.0670000342203,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,26145.89,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_083,SB,True,False,79.587,80.579,992.0670000345784,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,25262.37,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_084,SB,True,False,80.579,81.571,992.0670000339754,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,24386.03,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_085,SB,True,False,81.571,82.563,992.0670000346234,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,23519.36,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_086,SB,True,False,82.563,83.555,992.0670000344995,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,22632.44,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_087,SB,True,False,83.555,84.548,992.067000034206,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,21666.43,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_088,SB,True,False,84.548,85.54,992.0670000342876,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,20675.12,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_089,SB,True,False,85.54,86.532,992.0670000346413,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,19683.35,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_090,SB,True,False,86.532,87.524,992.0670000344966,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,18691.64,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_091,SB,True,False,87.524,88.516,992.067000034297,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,17699.93,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_092,SB,True,False,88.516,89.508,992.067000034294,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,16708.34,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_093,SB,True,False,89.508,90.5,992.067000034266,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,15718.47,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_094,SB,True,False,90.5,91.492,992.0670000344383,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,14764.45,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_095,SB,True,False,91.492,92.484,992.0670000344967,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,13855.16,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_096,SB,True,False,92.484,93.476,992.0670000343149,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,12958.04,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_097,SB,True,False,93.476,94.468,992.0670000344306,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,12074.47,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_098,SB,True,False,94.468,94.918,450.22836866992407,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,11433.54,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_099,SB,True,False,94.918,96.021,1102.7629724061694,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,10774.19,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_100,SB,True,False,96.021,97.124,1102.7629724061594,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,9755.6,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_101,SB,True,False,97.124,98.227,1102.7629724060523,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,8707.99,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_102,SB,True,False,98.227,99.329,1102.7629724058477,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,7676.92,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_103,SB,True,False,99.329,100.292,962.2951581629243,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,6730.12,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_104,SB,True,False,100.292,101.254,962.2951581629516,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,5874.23,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_105,SB,True,False,101.254,102.216,962.2951581630246,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,5056.77,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_106,SB,True,False,102.216,103.179,962.2951581629137,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,4319.67,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_107,SB,True,False,103.179,104.141,962.295158162581,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,3876.59,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_108,SB,True,False,104.141,105.103,962.2951581630787,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,3756.16,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_109,SB,True,False,105.103,106.066,962.2951581627841,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,3753.89,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_110,SB,True,False,106.066,107.028,962.295158162962,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,3671.56,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_111,SB,True,False,107.028,107.719,691.2057015865377,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,3644.29,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_112,SB,True,False,107.719,109.181,1461.9189354469315,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,4063.95,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_113,SB,True,False,109.181,109.803,622.2240936057068,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,4588.35,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_114,SB,True,False,109.803,110.87,1066.5484938665456,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,5084.07,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_115,SB,True,False,110.87,111.936,1066.5484938667355,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,5829.74,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_116,SB,True,False,111.936,113.003,1066.54849386639,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,6662.66,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_117,SB,True,False,113.003,114.069,1066.548493867071,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,7601.31,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_118,SB,True,False,114.069,115.136,1066.548493866426,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,8649.88,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_119,SB,True,False,115.136,116.138,1001.6961464969527,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,9682.55,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_120,SB,True,False,116.138,117.139,1001.6961464971785,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,10682.91,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_121,SB,True,False,117.139,118.141,1001.6961464971869,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,11683.63,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_122,SB,True,False,118.141,119.143,1001.6961464970395,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,12684.56,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_123,SB,True,False,119.143,120.144,1001.6961464971008,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,13684.88,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_124,SB,True,False,120.144,121.091,946.3924977135971,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,14632.0,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_125,SB,True,False,121.091,122.037,946.3924977132557,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,15477.78,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_126,SB,True,False,122.037,122.984,946.3924977134207,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,16310.82,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_127,SB,True,False,122.984,123.93,946.392497713503,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,17154.0,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_128,SB,True,False,123.93,124.876,946.3924977133456,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,18000.29,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_129,SB,True,False,124.876,125.876,999.311204809268,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,18758.46,NEAREST_CORRIDOR_WEATHER_NODE
YE_MAIN_SB_130,SB,True,False,125.876,126.875,999.3112048092349,WN_04_MATHURA_RAYA,Mathura / Raya (Yamuna Basin Anchor),27.568,77.785,19324.51,NEAREST_CORRIDOR_WEATHER_NODE
