segment_id,mean_risk_score,max_risk_score,chainage_start_km,chainage_end_km,direction,is_mainline,historical_accidents_365d,actual_test_accidents,risk_percentile,risk_category,risk_rank
YE_MAIN_SB_086,0.038724918,0.31930727,82.563,83.555,SB,True,0,0,76.79012345679013,MODERATE_RISK,95
YE_MAIN_NB_077,0.038418647,0.17754851,69.795,70.837,NB,True,0,0,76.5432098765432,MODERATE_RISK,96
YE_MAIN_SB_103,0.037702344,0.44501513,99.329,100.292,SB,True,0,0,76.29629629629629,MODERATE_RISK,97
YE_MAIN_SB_140,0.037327554,0.5833922,135.852,136.822,SB,True,0,0,76.04938271604938,MODERATE_RISK,98
YE_MAIN_SB_060,0.037186332,0.21952634,56.958,57.934,SB,True,0,0,75.80246913580247,MODERATE_RISK,99
YE_MAIN_NB_026,0.036404002,0.31467867,21.536,22.476,NB,True,0,0,75.55555555555556,MODERATE_RISK,100
YE_MAIN_SB_043,0.03608,0.3771627,39.566,40.549,SB,True,0,0,75.30864197530865,MODERATE_RISK,101
YE_MAIN_SB_046,0.0358014,0.32965842,42.515,43.498,SB,True,0,0,75.06172839506173,MODERATE_RISK,102
YE_MAIN_NB_052,0.03495972,0.17161006,45.573,46.571,NB,True,0,0,74.81481481481481,MODERATE_RISK,103
YE_MAIN_NB_063,0.03472716,0.22595845,56.314,57.317,NB,True,0,0,74.5679012345679,MODERATE_RISK,104
YE_MAIN_SB_020,0.03471331,0.5261697,19.471,20.489,SB,True,0,0,74.32098765432099,MODERATE_RISK,105
YE_MAIN_SB_074,0.034638133,0.3071207,70.659,71.651,SB,True,0,0,74.07407407407408,MODERATE_RISK,106
YE_MAIN_NB_021,0.03452993,0.2832093,16.736,17.696,NB,True,0,0,73.82716049382717,MODERATE_RISK,107
YE_MAIN_SB_021,0.034283657,0.15914485,20.489,21.507,SB,True,0,0,73.58024691358025,MODERATE_RISK,108
YE_MAIN_SB_065,0.034245454,0.27049938,61.965,63.005,SB,True,0,0,73.33333333333333,MODERATE_RISK,109
YE_MAIN_SB_063,0.03420223,0.46477497,59.885,60.925,SB,True,0,0,73.08641975308642,MODERATE_RISK,110
YE_MAIN_NB_079,0.03419718,0.2033352,71.879,72.921,NB,True,0,0,72.8395061728395,MODERATE_RISK,111
YE_MAIN_SB_146,0.034087896,0.22352955,141.851,142.862,SB,True,0,0,72.5925925925926,MODERATE_RISK,112
YE_MAIN_NB_040,0.034039803,0.16893926,33.657,34.721,NB,True,0,0,72.34567901234567,MODERATE_RISK,113
YE_MAIN_NB_018,0.033945788,0.20132057,13.857,14.817,NB,True,0,0,72.09876543209876,MODERATE_RISK,114
YE_MAIN_NB_066,0.033702955,0.17276594,59.322,60.387,NB,True,0,0,71.85185185185186,MODERATE_RISK,115
YE_MAIN_NB_054,0.03320901,0.28211972,47.569,48.566,NB,True,0,0,71.60493827160494,MODERATE_RISK,116
YE_MAIN_SB_013,0.03310576,0.15933058,12.16,13.069,SB,True,0,0,71.35802469135803,MODERATE_RISK,117
YE_MAIN_SB_030,0.03305335,0.2755426,29.476,30.542,SB,True,0,0,71.11111111111111,MODERATE_RISK,118
YE_MAIN_NB_148,0.032723404,0.46524125,139.032,139.851,NB,True,0,0,70.86419753086419,MODERATE_RISK,119
YE_MAIN_SB_105,0.032628093,0.16701888,101.254,102.216,SB,True,0,0,70.61728395061728,MODERATE_RISK,120
YE_MAIN_SB_077,0.03253054,0.17177878,73.635,74.627,SB,True,0,0,70.37037037037037,MODERATE_RISK,121
YE_MAIN_NB_022,0.032171033,0.27683133,17.696,18.656,NB,True,0,0,70.12345679012346,MODERATE_RISK,122
YE_MAIN_SB_022,0.031863313,0.31183952,21.507,22.524,SB,True,1,3,69.87654320987654,LOW_RISK,123
YE_MAIN_NB_028,0.03170042,0.2816185,23.416,24.356,NB,True,0,0,69.62962962962963,LOW_RISK,124
YE_MAIN_SB_031,0.03157752,0.20137627,30.542,31.609,SB,True,0,0,69.38271604938272,LOW_RISK,125
YE_MAIN_NB_073,0.031413566,0.3330173,66.197,66.954,NB,True,0,0,69.1358024691358,LOW_RISK,126
YE_MAIN_NB_102,0.03125116,0.22735317,93.865,94.856,NB,True,0,0,68.88888888888889,LOW_RISK,127
YE_MAIN_NB_055,0.031202583,0.20795186,48.566,49.564,NB,True,0,0,68.64197530864197,LOW_RISK,128
YE_MAIN_NB_076,0.030998174,0.1454289,68.753,69.795,NB,True,0,0,68.39506172839506,LOW_RISK,129
YE_MAIN_NB_027,0.030917976,0.21795557,22.476,23.416,NB,True,0,0,68.14814814814815,LOW_RISK,130
YE_MAIN_SB_170,0.030606443,0.39439222,164.02,164.832,SB,True,0,0,67.90123456790124,LOW_RISK,131
YE_MAIN_NB_025,0.030334275,0.2771411,20.576,21.536,NB,True,0,0,67.65432098765433,LOW_RISK,132
YE_MAIN_SB_024,0.030135958,0.23887497,23.542,24.56,SB,True,0,0,67.4074074074074,LOW_RISK,133
YE_MAIN_NB_049,0.029766388,0.25355637,42.568,43.572,NB,True,0,0,67.1604938271605,LOW_RISK,134
YE_MAIN_NB_071,0.029707903,0.16561036,64.646,65.268,NB,True,0,0,66.91358024691358,LOW_RISK,135
YE_MAIN_SB_073,0.029499922,0.37077156,69.667,70.659,SB,True,0,0,66.66666666666666,LOW_RISK,136
YE_MAIN_SB_076,0.029378515,0.27366877,72.643,73.635,SB,True,0,0,66.41975308641975,LOW_RISK,137
YE_MAIN_NB_053,0.02922009,0.18727754,46.571,47.569,NB,True,0,0,66.17283950617285,LOW_RISK,138
YE_MAIN_SB_095,0.029098453,0.19865888,91.492,92.484,SB,True,0,0,65.92592592592592,LOW_RISK,139
YE_MAIN_SB_097,0.02895179,0.13467574,93.476,94.468,SB,True,0,0,65.67901234567901,LOW_RISK,140
YE_MAIN_NB_103,0.028835949,0.15028861,94.856,95.847,NB,True,0,0,65.4320987654321,LOW_RISK,141
YE_MAIN_SB_066,0.027685987,0.16851588,63.005,64.045,SB,True,0,0,65.18518518518519,LOW_RISK,142
YE_MAIN_NB_062,0.027583065,0.16446762,55.311,56.314,NB,True,0,0,64.93827160493827,LOW_RISK,143
YE_RAMP_039,0.027085252,0.12608299,-1.0,,SB,False,0,0,64.69135802469135,LOW_RISK,144
YE_MAIN_NB_145,0.026977254,0.19257155,136.382,137.297,NB,True,0,0,64.44444444444444,LOW_RISK,145
YE_RAMP_006,0.02643761,0.124245726,-1.0,,NB,False,0,0,64.19753086419753,LOW_RISK,146
YE_MAIN_SB_109,0.026429232,0.17437144,105.103,106.066,SB,True,0,0,63.95061728395062,LOW_RISK,147
YE_MAIN_NB_044,0.026217677,0.23771034,37.61,38.584,NB,True,1,3,63.70370370370371,LOW_RISK,148
YE_MAIN_NB_080,0.026134998,0.09516338,72.921,73.963,NB,True,0,0,63.456790123456784,LOW_RISK,149
YE_MAIN_SB_174,0.02601636,0.18906695,166.803,167.722,SB,True,0,0,63.20987654320987,LOW_RISK,150
YE_MAIN_NB_078,0.02586197,0.14417939,70.837,71.879,NB,True,0,0,62.96296296296296,LOW_RISK,151
YE_MAIN_NB_139,0.02571028,0.42782676,130.947,131.934,NB,True,0,0,62.71604938271606,LOW_RISK,152
YE_MAIN_SB_082,0.024959657,0.10273014,78.595,79.587,SB,True,0,0,62.46913580246913,LOW_RISK,153
YE_MAIN_SB_128,0.024941435,0.19526842,123.93,124.876,SB,True,0,0,62.22222222222222,LOW_RISK,154
YE_RAMP_038,0.024725601,0.09873068,-1.0,,NB,False,0,0,61.97530864197531,LOW_RISK,155
YE_MAIN_SB_089,0.02472433,0.1259443,85.54,86.532,SB,True,1,0,61.72839506172839,LOW_RISK,156
YE_MAIN_SB_023,0.024507113,0.31823757,22.524,23.542,SB,True,0,0,61.48148148148148,LOW_RISK,157
YE_MAIN_NB_081,0.024386825,0.09495145,73.963,74.49,NB,True,0,0,61.23456790123457,LOW_RISK,158
YE_MAIN_NB_043,0.024002826,0.21119152,36.637,37.61,NB,True,0,0,60.98765432098765,LOW_RISK,159
YE_MAIN_NB_069,0.023957303,0.09533776,62.517,63.582,NB,True,0,0,60.74074074074074,LOW_RISK,160
YE_MAIN_SB_176,0.023754306,0.4197968,168.642,169.561,SB,True,0,0,60.49382716049383,LOW_RISK,161
YE_MAIN_SB_142,0.023645006,0.25282347,137.793,138.764,SB,True,0,0,60.24691358024692,LOW_RISK,162
YE_MAIN_SB_091,0.023612032,0.12126,87.524,88.516,SB,True,1,3,60.0,LOW_RISK,163
YE_MAIN_NB_091,0.023381367,0.17552541,82.963,83.954,NB,True,0,0,59.75308641975309,LOW_RISK,164
YE_MAIN_SB_090,0.023118353,0.18530542,86.532,87.524,SB,True,0,0,59.50617283950618,LOW_RISK,165
YE_MAIN_NB_173,0.02281876,0.16096866,162.829,163.934,NB,True,0,0,59.25925925925925,LOW_RISK,166
YE_MAIN_SB_080,0.022816151,0.11857977,76.611,77.603,SB,True,0,0,59.01234567901235,LOW_RISK,167
YE_MAIN_SB_126,0.02276266,0.27261466,122.037,122.984,SB,True,0,0,58.76543209876544,LOW_RISK,168
YE_MAIN_NB_090,0.022717485,0.090440005,81.972,82.963,NB,True,0,0,58.51851851851851,LOW_RISK,169
YE_MAIN_NB_106,0.022495493,0.36857274,97.829,98.82,NB,True,0,0,58.2716049382716,LOW_RISK,170
YE_MAIN_NB_075,0.022325894,0.08731223,67.711,68.753,NB,True,0,0,58.0246913580247,LOW_RISK,171
YE_MAIN_SB_125,0.022294387,0.20188753,121.091,122.037,SB,True,0,0,57.77777777777777,LOW_RISK,172
YE_MAIN_NB_169,0.02229162,0.070891984,158.483,159.681,NB,True,0,0,57.53086419753086,LOW_RISK,173
YE_MAIN_NB_147,0.022284662,0.30003676,138.213,139.032,NB,True,0,0,57.28395061728395,LOW_RISK,174
YE_MAIN_NB_030,0.022164827,0.13006376,24.803,25.867,NB,True,0,0,57.03703703703704,LOW_RISK,175
YE_MAIN_NB_088,0.021692758,0.12571353,79.99,80.981,NB,True,0,0,56.79012345679012,LOW_RISK,176
YE_MAIN_NB_176,0.02153958,0.09164573,166.143,167.247,NB,True,0,0,56.54320987654321,LOW_RISK,177
YE_MAIN_NB_082,0.021515913,0.06834133,74.49,75.124,NB,True,0,0,56.2962962962963,LOW_RISK,178
YE_MAIN_NB_110,0.02148585,0.1253176,101.793,102.784,NB,True,0,0,56.04938271604938,LOW_RISK,179
YE_MAIN_NB_089,0.02135893,0.083789974,80.981,81.972,NB,True,0,0,55.80246913580247,LOW_RISK,180
YE_MAIN_SB_127,0.021293363,0.12633687,122.984,123.93,SB,True,0,0,55.55555555555556,LOW_RISK,181
YE_MAIN_SB_139,0.021166017,0.2014709,134.881,135.852,SB,True,0,0,55.30864197530864,LOW_RISK,182
YE_MAIN_SB_148,0.020903861,0.28852427,143.874,144.845,SB,True,0,0,55.06172839506173,LOW_RISK,183
YE_MAIN_SB_096,0.02086162,0.20061402,92.484,93.476,SB,True,1,3,54.81481481481482,LOW_RISK,184
YE_MAIN_NB_167,0.020785635,0.13722368,156.133,157.285,NB,True,0,0,54.567901234567906,LOW_RISK,185
YE_MAIN_SB_037,0.02061357,0.12612712,34.947,35.013,SB,True,0,0,54.32098765432099,LOW_RISK,186
YE_MAIN_SB_088,0.02057549,0.22644912,84.548,85.54,SB,True,0,0,54.074074074074076,LOW_RISK,187
YE_MAIN_NB_174,0.020363826,0.158121,163.934,165.038,NB,True,0,0,53.827160493827165,LOW_RISK,188
YE_MAIN_SB_004,0.020270983,0.13541012,3.175,4.233,SB,True,0,0,53.58024691358024,LOW_RISK,189
YE_MAIN_SB_011,0.020138815,0.19167337,10.342,11.251,SB,True,0,0,53.333333333333336,LOW_RISK,190
YE_MAIN_NB_045,0.020086205,0.09850954,38.584,39.557,NB,True,0,0,53.086419753086425,LOW_RISK,191
YE_MAIN_SB_084,0.019977752,0.1660762,80.579,81.571,SB,True,1,0,52.8395061728395,LOW_RISK,192
YE_MAIN_NB_154,0.019906046,0.30568522,142.847,143.914,NB,True,0,0,52.59259259259259,LOW_RISK,193
YE_MAIN_NB_098,0.019784113,0.07930936,89.901,90.892,NB,True,0,0,52.345679012345684,LOW_RISK,194
YE_MAIN_NB_138,0.01967915,0.28394702,129.961,130.947,NB,True,0,0,52.09876543209877,LOW_RISK,195
YE_MAIN_SB_083,0.019565213,0.16490574,79.587,80.579,SB,True,0,0,51.85185185185185,LOW_RISK,196
YE_MAIN_NB_104,0.01944169,0.14234926,95.847,96.838,NB,True,0,0,51.60493827160494,LOW_RISK,197
YE_MAIN_SB_137,0.019411732,0.13442005,132.878,133.879,SB,True,0,0,51.358024691358025,LOW_RISK,198
YE_MAIN_NB_168,0.019359069,0.07297983,157.285,158.483,NB,True,0,0,51.11111111111111,LOW_RISK,199
YE_MAIN_SB_160,0.01921907,0.3214872,153.632,154.625,SB,True,0,0,50.864197530864196,LOW_RISK,200
YE_MAIN_NB_074,0.019186849,0.07572304,66.954,67.711,NB,True,0,0,50.617283950617285,LOW_RISK,201
YE_MAIN_NB_094,0.019128168,0.15118185,85.936,86.928,NB,True,0,0,50.37037037037037,LOW_RISK,202
YE_MAIN_SB_087,0.018972429,0.12029333,83.555,84.548,SB,True,0,0,50.123456790123456,LOW_RISK,203
YE_MAIN_NB_166,0.018798465,0.108363844,154.98,156.133,NB,True,0,0,49.876543209876544,LOW_RISK,204
YE_MAIN_SB_168,0.018770698,0.10170108,161.728,162.874,SB,True,0,0,49.629629629629626,LOW_RISK,205
YE_MAIN_SB_163,0.01875415,0.16895907,156.61,157.603,SB,True,0,0,49.382716049382715,LOW_RISK,206
YE_MAIN_SB_007,0.018726926,0.13035548,6.349,7.348,SB,True,0,0,49.135802469135804,LOW_RISK,207
YE_MAIN_NB_127,0.01872397,0.15114506,118.471,119.449,NB,True,0,0,48.888888888888886,LOW_RISK,208
YE_MAIN_SB_129,0.018720241,0.17079526,124.876,125.876,SB,True,0,0,48.641975308641975,LOW_RISK,209
YE_MAIN_NB_123,0.018578578,0.08320964,114.562,115.539,NB,True,0,0,48.39506172839506,LOW_RISK,210
YE_MAIN_SB_156,0.017991733,0.18921818,150.073,151.109,SB,True,0,0,48.148148148148145,LOW_RISK,211
YE_MAIN_SB_093,0.017965406,0.11566001,89.508,90.5,SB,True,0,0,47.901234567901234,LOW_RISK,212
YE_MAIN_SB_092,0.017897353,0.12675929,88.516,89.508,SB,True,0,0,47.654320987654316,LOW_RISK,213
YE_MAIN_SB_134,0.01777625,0.30630493,129.873,130.875,SB,True,0,0,47.40740740740741,LOW_RISK,214
YE_MAIN_NB_093,0.017751236,0.087530814,84.945,85.936,NB,True,0,0,47.160493827160494,LOW_RISK,215
YE_MAIN_SB_173,0.017708987,0.15528956,165.884,166.803,SB,True,0,0,46.913580246913575,LOW_RISK,216
YE_MAIN_SB_032,0.017534463,0.19466954,31.609,31.912,SB,True,0,0,46.666666666666664,LOW_RISK,217
YE_MAIN_NB_175,0.017480897,0.14355461,165.038,166.143,NB,True,0,0,46.41975308641975,LOW_RISK,218
YE_MAIN_SB_138,0.017294494,0.30630493,133.879,134.881,SB,True,0,0,46.17283950617284,LOW_RISK,219
YE_MAIN_SB_167,0.017122865,0.082344174,160.582,161.728,SB,True,0,0,45.925925925925924,LOW_RISK,220
YE_MAIN_NB_124,0.017067092,0.14206667,115.539,116.517,NB,True,1,0,45.67901234567901,LOW_RISK,221
YE_MAIN_SB_179,0.01702306,0.056670237,171.321,172.409,SB,True,0,0,45.4320987654321,LOW_RISK,222
YE_MAIN_NB_146,0.016994033,0.0712829,137.297,138.213,NB,True,0,0,45.18518518518518,LOW_RISK,223
YE_MAIN_SB_078,0.016815234,0.043610282,74.627,75.619,SB,True,0,0,44.93827160493827,LOW_RISK,224
YE_MAIN_SB_162,0.0167793,0.3214872,155.618,156.61,SB,True,0,0,44.69135802469136,LOW_RISK,225
YE_MAIN_SB_169,0.016657334,0.115785226,162.874,164.02,SB,True,0,0,44.44444444444444,LOW_RISK,226
YE_MAIN_NB_034,0.01664355,0.10443792,28.308,28.913,NB,True,0,0,44.19753086419753,LOW_RISK,227
