segment_id,direction,is_mainline,is_ramp,chainage_start_km,chainage_end_km,length_m,maxspeed,road_class,corridor_section,free_flow_speed_kph,peak_hour_speed_kph,peak_hour_congestion_ratio,free_flow_speed_source,traffic_mapping_method,off_peak_speed_kph,night_speed_kph
YE_MAIN_SB_027,SB,True,False,26.236,27.316,1079.6917625921205,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_028,SB,True,False,27.316,28.396,1079.69176259234,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_029,SB,True,False,28.396,29.476,1079.6917625924268,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_030,SB,True,False,29.476,30.542,1066.7470241302497,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_031,SB,True,False,30.542,31.609,1066.747024130098,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_032,SB,True,False,31.609,31.912,303.1661964726257,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_033,SB,True,False,31.912,31.942,30.282178505001458,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_034,SB,True,False,31.942,32.403,460.82141594824327,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_035,SB,True,False,32.403,33.735,1331.8270457366086,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_036,SB,True,False,33.735,34.947,1212.1485775105552,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_037,SB,True,False,34.947,35.013,65.8656934716438,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_038,SB,True,False,35.013,36.173,1160.2143836941382,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_039,SB,True,False,36.173,37.124,950.7402785096752,100.0,motorway,Toll Plaza Approach / Queueing Lanes,55.0,45.1,0.18,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,51.7,62.7
YE_MAIN_SB_040,SB,True,False,37.124,38.075,950.740278510105,100.0,motorway,Toll Plaza Approach / Queueing Lanes,55.0,45.1,0.18,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,51.7,62.7
YE_MAIN_SB_041,SB,True,False,38.075,38.583,508.20328986221415,100.0,motorway,Toll Plaza Approach / Queueing Lanes,55.0,45.1,0.18,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,51.7,62.7
YE_MAIN_SB_042,SB,True,False,38.583,39.566,983.0612001542606,100.0,motorway,Toll Plaza Approach / Queueing Lanes,55.0,45.1,0.18,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,51.7,62.7
YE_MAIN_SB_043,SB,True,False,39.566,40.549,983.061200154317,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_044,SB,True,False,40.549,41.532,983.0612001545421,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_045,SB,True,False,41.532,42.515,983.0612001543009,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_046,SB,True,False,42.515,43.498,983.0612001541481,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_047,SB,True,False,43.498,44.481,983.0612001542509,100.0,motorway,Section 2: Dankaur - Jewar (Km 25 - 45),101.2,83.0,0.1798,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,95.1,115.4
YE_MAIN_SB_048,SB,True,False,44.481,45.718,1236.1312256887577,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_049,SB,True,False,45.718,46.954,1236.1312256884487,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_050,SB,True,False,46.954,48.132,1178.217055242006,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_051,SB,True,False,48.132,49.114,982.1446606356105,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_052,SB,True,False,49.114,50.096,982.1446606354597,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_053,SB,True,False,50.096,51.078,982.1446606357194,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_054,SB,True,False,51.078,52.06,982.1446606357824,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_055,SB,True,False,52.06,53.043,982.1446606356141,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_056,SB,True,False,53.043,54.025,982.1446606354633,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_057,SB,True,False,54.025,55.007,982.1446606356693,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_058,SB,True,False,55.007,55.982,975.6153937855752,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_059,SB,True,False,55.982,56.958,975.6153937854839,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_060,SB,True,False,56.958,57.934,975.6153937855763,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_061,SB,True,False,57.934,58.909,975.6153937853213,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_062,SB,True,False,58.909,59.885,975.6153937855852,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_063,SB,True,False,59.885,60.925,1040.0614399578133,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_064,SB,True,False,60.925,61.965,1040.0614399579465,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_065,SB,True,False,61.965,63.005,1040.0614399578421,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_066,SB,True,False,63.005,64.045,1040.0614399579365,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_067,SB,True,False,64.045,65.085,1040.0614399578196,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_068,SB,True,False,65.085,66.149,1063.8267107906363,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_069,SB,True,False,66.149,67.028,879.3599708245551,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_070,SB,True,False,67.028,67.908,879.3599708245482,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_071,SB,True,False,67.908,68.787,879.3599708245976,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_072,SB,True,False,68.787,69.667,879.3599708245501,100.0,motorway,Section 3: Jewar - Tappal (Km 45 - 70),103.0,84.5,0.1796,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,96.8,117.4
YE_MAIN_SB_073,SB,True,False,69.667,70.659,992.0670000344061,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_074,SB,True,False,70.659,71.651,992.0670000344048,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_075,SB,True,False,71.651,72.643,992.0670000345112,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_076,SB,True,False,72.643,73.635,992.0670000340892,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_077,SB,True,False,73.635,74.627,992.0670000345302,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_078,SB,True,False,74.627,75.619,992.0670000341811,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_079,SB,True,False,75.619,76.611,992.0670000344688,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_080,SB,True,False,76.611,77.603,992.0670000347402,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_081,SB,True,False,77.603,78.595,992.0670000343548,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_082,SB,True,False,78.595,79.587,992.0670000342203,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_083,SB,True,False,79.587,80.579,992.0670000345784,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_084,SB,True,False,80.579,81.571,992.0670000339754,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_085,SB,True,False,81.571,82.563,992.0670000346234,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_086,SB,True,False,82.563,83.555,992.0670000344995,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_087,SB,True,False,83.555,84.548,992.067000034206,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_088,SB,True,False,84.548,85.54,992.0670000342876,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_089,SB,True,False,85.54,86.532,992.0670000346413,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_090,SB,True,False,86.532,87.524,992.0670000344966,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
YE_MAIN_SB_091,SB,True,False,87.524,88.516,992.067000034297,100.0,motorway,Section 4: Tappal - Bajna - Raya (Km 70 - 120),104.2,85.4,0.1804,SAVELIFE_TRIPP_RADAR_SURVEY_BENCHMARK,SECTION_LEVEL_BASELINE_ASSIGNMENT,97.9,118.8
